game_id,play_id,season,week,season_type,qtr,down,ydstogo,game_seconds_remaining,score_differential,posteam,defteam,play_type,desc,is_sack,win_probability_before,win_probability_after,wp_delta_offense,wp,def_wp,home_wp,away_wp,wpa
2025_01_ARI_NO,4287,2025,1,REG,4,3,4,143,7,ARI,NO,pass,(2:23) (Shotgun) 1-K.Murray sacked at ARI 17 for -15 yards (1-A.Taylor).,true,0.94183224439621,0.9462649226188663,0.00443267822265625,0.94183224439621,0.0581677556037903,0.0581677556037903,0.94183224439621,0.00443267822265625
2025_01_CIN_CLE,3401,2025,1,REG,4,1,10,562,1,CIN,CLE,pass,(9:22) (Shotgun) 9-J.Burrow sacked at CIN 14 for -6 yards (95-M.Garrett).,true,0.549074649810791,0.4982761740684509,-0.05079847574234009,0.549074649810791,0.450925350189209,0.450925350189209,0.549074649810791,-0.0507984757423401
2025_01_CIN_CLE,3428,2025,1,REG,4,2,16,516,1,CIN,CLE,pass,(8:36) (Shotgun) 9-J.Burrow sacked at CIN 9 for -5 yards (95-M.Garrett).,true,0.498276174068451,0.5118623971939088,0.01358622312545782,0.498276174068451,0.501723825931549,0.501723825931549,0.498276174068451,0.0135862231254578
2025_01_CIN_CLE,3455,2025,1,REG,4,3,21,474,1,CIN,CLE,pass,(7:54) (Shotgun) 9-J.Burrow sacked at CIN 2 for -7 yards (57-I.McGuire).,true,0.511862397193909,0.4793725907802585,-0.03248980641365051,0.511862397193909,0.488137602806091,0.488137602806091,0.511862397193909,-0.0324898064136505
2025_01_CIN_CLE,3707,2025,1,REG,4,3,9,190,-1,CLE,CIN,pass,(3:10) (Shotgun) 15-J.Flacco sacked at CIN 18 for -6 yards (92-B.Hill).,true,0.697506725788117,0.583318710327149,-0.11418801546096802,0.697506725788117,0.302493274211884,0.697506725788117,0.302493274211884,-0.114188015460968
2025_01_HOU_LA,3165,2025,1,REG,4,1,15,858,5,LA,HOU,pass,(14:18) (Shotgun) 9-M.Stafford sacked at LA 48 for -8 yards (91-F.Fatukasi).,true,0.805130183696747,0.8024693131446841,-0.0026608705520629883,0.805130183696747,0.194869816303253,0.805130183696747,0.194869816303253,-0.00266087055206299
2025_01_HOU_LA,3234,2025,1,REG,4,3,4,753,5,LA,HOU,pass,(12:33) (Shotgun) 9-M.Stafford sacked at HOU 39 for -6 yards (51-W.Anderson). LA-69-K.Dotson was injured during the play.,true,0.831823587417603,0.7809033989906315,-0.050920188426971436,0.831823587417603,0.168176412582397,0.831823587417603,0.168176412582397,-0.0509201884269714
2025_01_KC_LAC,3998,2025,1,REG,4,2,9,141,6,LAC,KC,pass,(2:21) (Shotgun) 10-J.Herbert sacked at LAC 34 for -5 yards (23-D.Tranquill).,true,0.929802119731903,0.9388974308967589,0.009095311164855957,0.929802119731903,0.0701978802680969,0.929802119731903,0.0701978802680969,0.00909531116485596
2025_01_MIN_CHI,3299,2025,1,REG,4,1,10,729,5,CHI,MIN,pass,(12:09) (Shotgun) 18-C.Williams sacked at CHI 17 for -8 yards (97-J.Hargrave).,true,0.786510229110718,0.753794312477112,-0.03271591663360596,0.786510229110718,0.213489770889282,0.786510229110718,0.213489770889282,-0.032715916633606
2025_01_MIN_CHI,3592,2025,1,REG,4,1,10,504,-3,CHI,MIN,pass,(8:24) 18-C.Williams sacked ob at CHI 43 for -4 yards (97-J.Hargrave).,true,0.452815979719162,0.4022469818592072,-0.05056899785995478,0.452815979719162,0.547184020280838,0.452815979719162,0.547184020280838,-0.0505689978599548
2025_01_PIT_NYJ,3336,2025,1,REG,4,2,4,497,-5,NYJ,PIT,pass,(8:17) (Shotgun) 7-J.Fields sacked at PIT 10 for -6 yards (56-A.Highsmith).,true,0.481287270784378,0.4184407889842986,-0.0628464818000794,0.481287270784378,0.518712729215622,0.481287270784378,0.518712729215622,-0.0628464818000794
